track_id,zone,error_type
130854695,matagalls,1
130858672,matagalls,1
130862026,matagalls,1
130876466,matagalls,3
130889775,matagalls,3
130905290,matagalls,1
130909969,matagalls,3
130960588,matagalls,1
130979815,matagalls,5
130993497,matagalls,1
131002471,matagalls,2
131005298,matagalls,5
131008212,matagalls,3
131014586,matagalls,5
131015122,matagalls,3
131034332,matagalls,5
131035873,matagalls,1
131042744,matagalls,1
131065507,matagalls,5
131067107,matagalls,3
131086573,matagalls,1
131089013,matagalls,5
131090850,matagalls,1
131133491,matagalls,1
131141031,matagalls,1
131157655,matagalls,5
131165820,matagalls,3
131178847,matagalls,5
131183871,matagalls,1
131189149,matagalls,5
131191188,matagalls,1
131206970,matagalls,1
131209530,matagalls,5
131302606,matagalls,5
131313797,matagalls,5
131366379,matagalls,3
131368784,matagalls,5
131380872,matagalls,5
131525471,matagalls,3
131589866,matagalls,5
131591554,matagalls,5
131595922,matagalls,2
131616363,matagalls,3
131621233,matagalls,1
131630827,matagalls,1
131643010,matagalls,1
131648352,matagalls,5
131655644,matagalls,5
131656758,matagalls,5
131657970,matagalls,2
131664981,matagalls,1
131670291,matagalls,1
131672223,matagalls,5
131682082,matagalls,1
131691653,matagalls,1
131733969,matagalls,1
131738772,matagalls,1
131742117,matagalls,1
131742416,matagalls,5
131752369,matagalls,5
131759620,matagalls,5
131762633,matagalls,1
131781150,matagalls,5
131785195,matagalls,5
131806308,matagalls,3
131813023,matagalls,1
131814808,matagalls,1
131821829,matagalls,1
131878839,matagalls,3
131882120,matagalls,1
131961440,matagalls,1
131990216,matagalls,5
132032165,matagalls,1
132032999,matagalls,1
132098866,matagalls,5
132115950,matagalls,5
132125894,matagalls,5
132146996,matagalls,1
132167376,matagalls,5
132174074,matagalls,5
132186356,matagalls,1
132188855,matagalls,1
132212348,matagalls,5
132219295,matagalls,5
132221330,matagalls,5
132244458,matagalls,5
132269974,matagalls,1
132271282,matagalls,3
132307570,matagalls,5
132317863,matagalls,5
132335511,matagalls,3
132340314,matagalls,5
132361406,matagalls,5
132364349,matagalls,5
132371921,matagalls,5
132378268,matagalls,1
132378745,matagalls,5
132403302,matagalls,3
132407850,matagalls,3
132417761,matagalls,1
132423674,matagalls,1
132444648,matagalls,1
132488528,matagalls,5
132513316,matagalls,5
132527281,matagalls,1
132551450,matagalls,1
132593612,matagalls,5
132643099,matagalls,5
132649906,matagalls,5
132664840,matagalls,3
132664844,matagalls,3
132777640,matagalls,3
132928268,matagalls,2
132929334,matagalls,3
132932287,matagalls,3
132941657,matagalls,1
132968509,matagalls,1
132982184,matagalls,5
133015653,matagalls,5
133022414,matagalls,3
133022416,matagalls,5
133024492,matagalls,5
133071342,matagalls,1
133092197,matagalls,5
133108570,matagalls,1
133111696,matagalls,3
133113521,matagalls,5
133120766,matagalls,2
133131684,matagalls,5
133131736,matagalls,5
133139995,matagalls,5
133149173,matagalls,5
133161413,matagalls,5
133167136,matagalls,1
133175468,matagalls,5
133185285,matagalls,5
133265279,matagalls,5
133280766,matagalls,5
133282349,matagalls,5
133285286,matagalls,5
133310215,matagalls,5
133325411,matagalls,5
133350001,matagalls,1
133392253,matagalls,2
133392857,matagalls,5
133415511,matagalls,1
133419143,matagalls,1
133509500,matagalls,5
133514970,matagalls,5
133559550,matagalls,1
133569425,matagalls,1
133587802,matagalls,5
133641987,matagalls,3
133648400,matagalls,2
133677544,matagalls,5
133713245,matagalls,5
133731920,matagalls,3
133732802,matagalls,5
133760518,matagalls,5
133788022,matagalls,5
133838940,matagalls,2
133883425,matagalls,1
133900636,matagalls,1
133909207,matagalls,5
133925330,matagalls,5
133928036,matagalls,1
133947068,matagalls,1
133952291,matagalls,5
133958942,matagalls,1
133959117,matagalls,5
133974073,matagalls,1
133977522,matagalls,2
133978470,matagalls,1
133981062,matagalls,3
134026394,matagalls,1
134056524,matagalls,5
134056717,matagalls,5
134085791,matagalls,1
134100616,matagalls,3
134123302,matagalls,5
134251963,matagalls,3
134256548,matagalls,3
134282675,matagalls,1
134354210,matagalls,1
134465252,matagalls,1
134574783,matagalls,5
134576438,matagalls,1
134582337,matagalls,5
134583638,matagalls,5
134605679,matagalls,2
134681081,matagalls,1
134719772,matagalls,5
134741063,matagalls,5
134748007,matagalls,5
134754166,matagalls,3
134766403,matagalls,3
134780183,matagalls,2
134838438,matagalls,3
134860058,matagalls,1
134876735,matagalls,5
134979087,matagalls,1
134991282,matagalls,5
134999497,matagalls,5
135000883,matagalls,1
135010866,matagalls,1
135011270,matagalls,1
135011651,matagalls,1
135015048,matagalls,5
135087145,matagalls,3
135087938,matagalls,1
135111251,matagalls,5
135239950,matagalls,2
135270650,matagalls,1
135286745,matagalls,5
135331449,matagalls,4
135340402,matagalls,1
135387553,matagalls,3
135403247,matagalls,1
135403303,matagalls,1
135405160,matagalls,1
135410841,matagalls,1
135412848,matagalls,3
135431547,matagalls,1
135433573,matagalls,1
135434203,matagalls,1
135451021,matagalls,1
135483130,matagalls,1
135524958,matagalls,2
135532646,matagalls,1
135564224,matagalls,5
135654741,matagalls,5
135658569,matagalls,5
135663534,matagalls,1
135707407,matagalls,1
135715723,matagalls,1
135820082,matagalls,1
135824616,matagalls,1
135825664,matagalls,1
135830688,matagalls,1
135832471,matagalls,1
135832483,matagalls,5
135835531,matagalls,5
135858558,matagalls,2
135896887,matagalls,5
135901435,matagalls,5
135902344,matagalls,5
135903789,matagalls,5
135910796,matagalls,3
135916962,matagalls,3
135919673,matagalls,3
135921363,matagalls,3
135925685,matagalls,5
135927478,matagalls,5
135928272,matagalls,5
135933841,matagalls,1
135954547,matagalls,1
135958712,matagalls,1
135965028,matagalls,5
135968435,matagalls,1
135968715,matagalls,1
135980971,matagalls,5
135987400,matagalls,5
136028845,matagalls,5
136030131,matagalls,1
136035723,matagalls,5
136045259,matagalls,5
136059503,matagalls,1
136062384,matagalls,5
136067018,matagalls,1
136068819,matagalls,5
136070049,matagalls,5
136075495,matagalls,1
136087535,matagalls,1
136090624,matagalls,1
136094830,matagalls,1
136098346,matagalls,5
136098976,matagalls,1
136104482,matagalls,1
136134664,matagalls,1
136160473,matagalls,5
136165912,matagalls,5
136166063,matagalls,5
136171248,matagalls,5
136181688,matagalls,5
136185312,matagalls,1
136315546,matagalls,5
136322732,matagalls,5
136326289,matagalls,5
136513880,matagalls,1
136563370,matagalls,5
136577786,matagalls,1
136606979,matagalls,5
136621602,matagalls,3
136628944,matagalls,5
136709703,matagalls,3
136716606,matagalls,5
136718215,matagalls,5
136727907,matagalls,5
136741739,matagalls,1
136754495,matagalls,1
136848639,matagalls,3
136853319,matagalls,1
136920130,matagalls,1
136924993,matagalls,5
136939801,matagalls,5
136991019,matagalls,5
137008330,matagalls,4
137009353,matagalls,5
137017329,matagalls,5
137098034,matagalls,1
137145052,matagalls,5
137165446,matagalls,1
137177492,matagalls,2
137249145,matagalls,1
137271425,matagalls,3
137284486,matagalls,3
137287373,matagalls,5
137296741,matagalls,1
137297775,matagalls,5
137324122,matagalls,5
137395882,matagalls,3
137398745,matagalls,5
137407993,matagalls,2
137418526,matagalls,5
137421147,matagalls,3
137436201,matagalls,5
137455474,matagalls,3
137479959,matagalls,1
137481103,matagalls,5
137492019,matagalls,5
137611254,matagalls,5
137629060,matagalls,5
137706495,matagalls,1
137706782,matagalls,3
137764870,matagalls,1
137778745,matagalls,5
137780182,matagalls,1
137854871,matagalls,1
137858724,matagalls,5
137869839,matagalls,1
137886151,matagalls,5
137911597,matagalls,5
137947939,matagalls,5
137950849,matagalls,3
137953768,matagalls,5
137960847,matagalls,5
137962721,matagalls,1
137963680,matagalls,1
137967179,matagalls,3
137967873,matagalls,1
137970238,matagalls,5
137972478,matagalls,1
137978804,matagalls,5
137982599,matagalls,1
138061728,matagalls,5
138090024,matagalls,5
138090362,matagalls,5
138094999,matagalls,5
138096427,matagalls,5
138110388,matagalls,3
138114191,matagalls,1
138115584,matagalls,5
138141668,matagalls,5
138376401,matagalls,1
138425603,matagalls,1
138445298,matagalls,5
138495341,matagalls,5
138555110,matagalls,1
138638451,matagalls,3
138666757,matagalls,3
138709949,matagalls,5
138748332,matagalls,5
138759684,matagalls,1
138767910,matagalls,5
138784274,matagalls,1
138790812,matagalls,5
138807475,matagalls,1
138815317,matagalls,5
139008572,matagalls,1
139009681,matagalls,1
139022376,matagalls,1
139084000,matagalls,1
139193382,matagalls,5
139197943,matagalls,3
139198296,matagalls,3
139234154,matagalls,1
139248251,matagalls,1
139254148,matagalls,5
139259251,matagalls,5
139281808,matagalls,5
139295915,matagalls,1
139314185,matagalls,1
139322518,matagalls,5
139323083,matagalls,5
139341177,matagalls,1
139353446,matagalls,5
139371692,matagalls,1
139384521,matagalls,5
139402948,matagalls,1
139405654,matagalls,5
139407323,matagalls,5
139419588,matagalls,5
139423496,matagalls,5
139434920,matagalls,5
139436260,matagalls,3
139459752,matagalls,1
139473398,matagalls,1
139500251,matagalls,5
139570299,matagalls,5
139706259,matagalls,3
139743319,matagalls,5
139743785,matagalls,5
139744362,matagalls,3
139755808,matagalls,5
139756606,matagalls,1
139918208,matagalls,5
139924320,matagalls,1
139948721,matagalls,5
139950636,matagalls,1
139950776,matagalls,5
140005603,matagalls,1
140017026,matagalls,5
140017215,matagalls,3
140024155,matagalls,5
140028086,matagalls,5
140052550,matagalls,1
140052911,matagalls,5
140062607,matagalls,5
140065710,matagalls,3
140071018,matagalls,1
140081208,matagalls,1
140092507,matagalls,5
140099383,matagalls,5
140113538,matagalls,1
140151364,matagalls,5
140174101,matagalls,2
140231619,matagalls,5
140235146,matagalls,5
140253574,matagalls,1
140253670,matagalls,1
140267012,matagalls,1
140289821,matagalls,3
140327544,matagalls,5
140340400,matagalls,5
140405954,matagalls,5
140555323,matagalls,1
140573219,matagalls,5
140574961,matagalls,1
140592573,matagalls,5
140593382,matagalls,3
140615632,matagalls,5
140629687,matagalls,5
140989485,matagalls,3
140992462,matagalls,5
141073105,matagalls,5
141187269,matagalls,5
141254468,matagalls,5
141256164,matagalls,5
141257718,matagalls,1
141258644,matagalls,5
141261023,matagalls,5
141270336,matagalls,5
141271167,matagalls,1
141280843,matagalls,1
141305495,matagalls,5
141345456,matagalls,3
141361384,matagalls,5
141362006,matagalls,5
141380381,matagalls,5
141407529,matagalls,5
141412587,matagalls,5
141436467,matagalls,3
141493607,matagalls,5
141559482,matagalls,1
141566661,matagalls,1
141568716,matagalls,5
141579180,matagalls,5
141626784,matagalls,5
141749366,matagalls,5
141752921,matagalls,5
141757063,matagalls,3
141932557,matagalls,3
141949385,matagalls,5
141957337,matagalls,5
142003967,matagalls,5
142055091,matagalls,1
142068354,matagalls,1
142079293,matagalls,1
142142024,matagalls,1
142206756,matagalls,5
142224852,matagalls,3
142229892,matagalls,5
142237119,matagalls,1
142246909,matagalls,5
142269256,matagalls,3
142270375,matagalls,5
142271013,matagalls,3
142272690,matagalls,3
142276836,matagalls,3
142284723,matagalls,1
142349572,matagalls,1
142364049,matagalls,4
142364051,matagalls,4
142367093,matagalls,4
142371805,matagalls,5
142378399,matagalls,1
142380099,matagalls,3
142380619,matagalls,1
142387600,matagalls,5
142474297,matagalls,5
142477412,matagalls,5
142478838,matagalls,5
142547472,matagalls,2
142565577,matagalls,5
142570303,matagalls,5
142653363,matagalls,5
142672559,matagalls,5
142672881,matagalls,5
142681308,matagalls,5
142681510,matagalls,5
142682218,matagalls,5
142732145,matagalls,5
142784883,matagalls,5
142809289,matagalls,5
142810166,matagalls,3
142811918,matagalls,5
142827270,matagalls,1
142829267,matagalls,1
142847699,matagalls,5
142860949,matagalls,5
142886838,matagalls,5
142904314,matagalls,5
142912866,matagalls,2
142923136,matagalls,3
142934995,matagalls,5
143106934,matagalls,1
143138584,matagalls,5
143153541,matagalls,1
143156935,matagalls,1
143189333,matagalls,5
143218300,matagalls,1
143234586,matagalls,5
143235675,matagalls,5
143246016,matagalls,1
143284360,matagalls,5
143302920,matagalls,5
143330589,matagalls,1
143345692,matagalls,2
143345754,matagalls,5
143428286,matagalls,5
143437937,matagalls,5
143454919,matagalls,5
143467121,matagalls,5
143470298,matagalls,1
143487096,matagalls,2
143531772,matagalls,5
143571005,matagalls,3
143623619,matagalls,1
143686500,matagalls,4
143727597,matagalls,2
143728849,matagalls,1
143816963,matagalls,5
143838079,matagalls,5
143845457,matagalls,5
143874312,matagalls,5
143898824,matagalls,5
143954061,matagalls,2
143954435,matagalls,1
143975509,matagalls,5
143976454,matagalls,2
143978491,matagalls,1
143982582,matagalls,1
143993015,matagalls,3
143999239,matagalls,1
144047560,matagalls,2
144106767,matagalls,3
144107346,matagalls,2
144112252,matagalls,5
144180739,matagalls,5
144190980,matagalls,3
144201361,matagalls,5
144294295,matagalls,5
144303004,matagalls,5
144321854,matagalls,1
144322433,matagalls,3
144326562,matagalls,5
144327814,matagalls,3
144377342,matagalls,1
144388192,matagalls,5
144440271,matagalls,5
144476023,matagalls,5
144485023,matagalls,5
144485987,matagalls,1
144690525,matagalls,5
144699609,matagalls,1
144706771,matagalls,5
144738795,matagalls,3
144765312,matagalls,5
144842156,matagalls,3
144880623,matagalls,5
144892610,matagalls,5
144939081,matagalls,5
144950405,matagalls,1
144954605,matagalls,5
144983070,matagalls,1
145039852,matagalls,3
145086871,matagalls,1
145098956,matagalls,1
145113518,matagalls,1
145124616,matagalls,1
145129911,matagalls,5
145185362,matagalls,3
145193091,matagalls,5
145266233,matagalls,5
145355258,matagalls,1
145362656,matagalls,5
145362727,matagalls,3
145374552,matagalls,5
145374837,matagalls,5
145413321,matagalls,1
145415004,matagalls,5
145429852,matagalls,1
145451332,matagalls,5
145457316,matagalls,1
145460467,matagalls,5
145468000,matagalls,5
145488624,matagalls,5
145524564,matagalls,1
145538682,matagalls,5
145566305,matagalls,5
145607166,matagalls,1
145609893,matagalls,4
145622985,matagalls,3
145631945,matagalls,1
145660642,matagalls,5
145701044,matagalls,1
145711670,matagalls,1
145716200,matagalls,1
145769009,matagalls,1
145769635,matagalls,1
145812562,matagalls,1
145820862,matagalls,5
145821361,matagalls,1
145821800,matagalls,1
145822592,matagalls,5
145823229,matagalls,3
145831762,matagalls,5
145839620,matagalls,5
145842663,matagalls,1
145858743,matagalls,1
145893562,matagalls,5
145923923,matagalls,3
145935575,matagalls,5
145939530,matagalls,1
145940809,matagalls,1
146003810,matagalls,3
146121044,matagalls,5
146208102,matagalls,3
146237927,matagalls,2
146366604,matagalls,5
146428071,matagalls,3
146471152,matagalls,5
146487467,matagalls,1
146490347,matagalls,1
146500743,matagalls,5
146501622,matagalls,3
146512737,matagalls,1
146519725,matagalls,5
146524385,matagalls,1
146530022,matagalls,3
146548599,matagalls,1
146598972,matagalls,5
146607804,matagalls,2
146613487,matagalls,5
146616330,matagalls,3
146619420,matagalls,5
146624556,matagalls,5
146625076,matagalls,3
146662046,matagalls,2
146669716,matagalls,5
146669915,matagalls,5
146670166,matagalls,5
146672637,matagalls,3
146683535,matagalls,3
146698375,matagalls,5
146747243,matagalls,1
146758277,matagalls,1
146767390,matagalls,5
146768257,matagalls,5
146769999,matagalls,5
146772535,matagalls,3
146777959,matagalls,5
146779606,matagalls,5
146779717,matagalls,5
146780756,matagalls,1
146781562,matagalls,1
146787186,matagalls,1
146788881,matagalls,5
146789555,matagalls,5
146794058,matagalls,1
146794793,matagalls,2
146805597,matagalls,5
146810913,matagalls,5
146811738,matagalls,5
146845180,matagalls,1
146933539,matagalls,1
146941006,matagalls,1
147000720,matagalls,1
147033768,matagalls,5
147037510,matagalls,3
147059455,matagalls,1
147146569,matagalls,3
147197889,matagalls,1
147249758,matagalls,5
147251746,matagalls,5
147259585,matagalls,2
147306544,matagalls,3
147326210,matagalls,3
147337443,matagalls,1
147338757,matagalls,1
147356959,matagalls,1
147362531,matagalls,1
147363905,matagalls,5
147364277,matagalls,1
147364419,matagalls,5
147372887,matagalls,5
147374910,matagalls,1
147390612,matagalls,1
147394658,matagalls,5
147398827,matagalls,5
147409878,matagalls,5
147413107,matagalls,2
147424939,matagalls,5
147563832,matagalls,3
147568088,matagalls,5
147744931,matagalls,5
147746872,matagalls,2
147753675,matagalls,5
147754586,matagalls,3
147767020,matagalls,5
147778556,matagalls,2
147779799,matagalls,3
147780219,matagalls,3
147780267,matagalls,3
147780581,matagalls,1
147780586,matagalls,5
147780667,matagalls,2
147781180,matagalls,3
147846368,matagalls,1
147846622,matagalls,1
147846692,matagalls,1
147847024,matagalls,1
147849367,matagalls,1
147850340,matagalls,1
147852022,matagalls,1
147890550,matagalls,1
147928082,matagalls,1
147933947,matagalls,1
147935803,matagalls,5
147942293,matagalls,3
147950010,matagalls,5
147951291,matagalls,5
147956590,matagalls,3
147961161,matagalls,5
147968131,matagalls,1
147987463,matagalls,1
148023878,matagalls,1
148062362,matagalls,5
148077557,matagalls,3
148077801,matagalls,1
148082163,matagalls,1
148089302,matagalls,5
148104210,matagalls,3
148112337,matagalls,3
148126202,matagalls,5
148126382,matagalls,5
148151970,matagalls,3
148158739,matagalls,1
148172591,matagalls,1
148179202,matagalls,1
148206353,matagalls,2
148225417,matagalls,5
148226203,matagalls,5
148227286,matagalls,3
148230039,matagalls,5
148232766,matagalls,2
148237672,matagalls,3
148240468,matagalls,5
148242317,matagalls,5
148247294,matagalls,3
148254720,matagalls,5
148269777,matagalls,5
148274035,matagalls,1
148274119,matagalls,3
148320930,matagalls,3
148429256,matagalls,1
148490817,matagalls,5
148595496,matagalls,3
148596326,matagalls,1
148612111,matagalls,1
148613335,matagalls,2
148660976,matagalls,5
148689241,matagalls,3
148707496,matagalls,5
148709613,matagalls,1
148710106,matagalls,5
148720031,matagalls,5
148731606,matagalls,1
148751244,matagalls,5
148773819,matagalls,3
148796572,matagalls,5
148804847,matagalls,1
148813367,matagalls,2
148821402,matagalls,2
148825090,matagalls,1
148827246,matagalls,5
148827681,matagalls,5
148834280,matagalls,2
148837169,matagalls,1
148847260,matagalls,1
148869548,matagalls,1
148879545,matagalls,1
148891387,matagalls,5
148913909,matagalls,5
148925886,matagalls,5
148926160,matagalls,3
148935645,matagalls,1
148979159,matagalls,5
148980056,matagalls,1
148989647,matagalls,5
148993980,matagalls,2
149050268,matagalls,1
149055716,matagalls,1
149055958,matagalls,1
149143380,matagalls,5
149210389,matagalls,3
149239517,matagalls,5
149291109,matagalls,5
149311934,matagalls,5
149320909,matagalls,5
149357738,matagalls,1
149369717,matagalls,1
149378970,matagalls,1
149430790,matagalls,1
149433334,matagalls,3
149435307,matagalls,2
149439754,matagalls,1
149440582,matagalls,1
149442086,matagalls,5
149442612,matagalls,5
149447383,matagalls,5
149450580,matagalls,1
149451106,matagalls,5
149451463,matagalls,3
149460116,matagalls,5
149461030,matagalls,1
149466611,matagalls,5
149478378,matagalls,1
149481715,matagalls,3
149486146,matagalls,5
149548992,matagalls,5
149551163,matagalls,5
149563387,matagalls,1
149564877,matagalls,3
149574264,matagalls,1
149579302,matagalls,1
149584519,matagalls,5
149609627,matagalls,3
149610473,matagalls,5
149626630,matagalls,5
149642802,matagalls,5
149693821,matagalls,5
149721489,matagalls,5
149725766,matagalls,5
149803803,matagalls,3
149804453,matagalls,1
149826667,matagalls,1
149838200,matagalls,3
149902401,matagalls,2
149956837,matagalls,3
149964865,matagalls,5
149971014,matagalls,5
149973847,matagalls,1
149974377,matagalls,5
149974899,matagalls,5
149976965,matagalls,3
149979958,matagalls,5
149985664,matagalls,3
149989626,matagalls,5
149989717,matagalls,1
149995260,matagalls,1
149996114,matagalls,5
149997996,matagalls,5
150008460,matagalls,3
150015950,matagalls,3
150016313,matagalls,5
150016641,matagalls,1
150023239,matagalls,2
150023392,matagalls,5
150031274,matagalls,5
150035135,matagalls,2
150036095,matagalls,5
150046850,matagalls,5
150055838,matagalls,5
150056225,matagalls,1
150067672,matagalls,1
150109906,matagalls,1
150112368,matagalls,1
150121047,matagalls,1
150125485,matagalls,3
150125982,matagalls,1
150128479,matagalls,1
150131915,matagalls,5
150141267,matagalls,1
150147858,matagalls,5
150158571,matagalls,1
150175776,matagalls,3
150199911,matagalls,2
150217486,matagalls,5
150219853,matagalls,5
150225757,matagalls,1
150237896,matagalls,1
150238159,matagalls,1
150241411,matagalls,1
150242500,matagalls,1
150253570,matagalls,5
150253729,matagalls,5
150255077,matagalls,3
150255450,matagalls,1
150259919,matagalls,3
150262472,matagalls,3
150263967,matagalls,1
150264387,matagalls,5
150265317,matagalls,4
150271661,matagalls,5
150285267,matagalls,1
150286378,matagalls,5
150287801,matagalls,5
150293713,matagalls,1
150295113,matagalls,3
150314093,matagalls,3
150327201,matagalls,5
150335567,matagalls,5
150344466,matagalls,1
150358476,matagalls,5
150376865,matagalls,1
150390760,matagalls,5
150411995,matagalls,3
150417553,matagalls,1
150422249,matagalls,1
150445242,matagalls,1
150485165,matagalls,1
150521732,matagalls,5
150571554,matagalls,1
150571658,matagalls,1
150571695,matagalls,1
150571706,matagalls,1
150571708,matagalls,1
150571979,matagalls,1
150572001,matagalls,1
150572058,matagalls,1
150572128,matagalls,1
150572224,matagalls,1
150572236,matagalls,1
150572318,matagalls,1
150572358,matagalls,1
150572394,matagalls,1
150572575,matagalls,1
150572672,matagalls,1
150572945,matagalls,1
150573052,matagalls,1
150573069,matagalls,1
150573297,matagalls,1
150573332,matagalls,1
150573474,matagalls,1
150573536,matagalls,1
150573687,matagalls,1
150592017,matagalls,1
150595334,matagalls,5
150605448,matagalls,5
150611293,matagalls,1
150615851,matagalls,1
150622709,matagalls,1
150625944,matagalls,1
150626437,matagalls,1
150628189,matagalls,1
150659346,matagalls,3
150685224,matagalls,5
150725846,matagalls,5
150813538,matagalls,5
150813554,matagalls,5
150834347,matagalls,5
150877580,matagalls,3
150887132,matagalls,3
150889859,matagalls,1
150892458,matagalls,5
150893099,matagalls,5
150899498,matagalls,5
150902993,matagalls,1
150903387,matagalls,5
150904223,matagalls,5
150904480,matagalls,3
150904595,matagalls,5
150909130,matagalls,5
150912896,matagalls,1
150914578,matagalls,3
150919565,matagalls,3
150931949,matagalls,5
150934012,matagalls,1
150934850,matagalls,5
150938717,matagalls,2
150944286,matagalls,5
150952748,matagalls,5
150967258,matagalls,1
151027770,matagalls,5
151028061,matagalls,3
151032104,matagalls,5
151032507,matagalls,5
151032693,matagalls,5
151043484,matagalls,5
151044493,matagalls,3
151059384,matagalls,5
151061788,matagalls,5
151064347,matagalls,1
151065744,matagalls,5
151067719,matagalls,1
151068994,matagalls,5
151077219,matagalls,5
151077580,matagalls,5
151081008,matagalls,1
151082034,matagalls,3
151083232,matagalls,5
151086095,matagalls,5
151087035,matagalls,5
151087101,matagalls,1
151088844,matagalls,1
151091114,matagalls,5
151098276,matagalls,5
151110356,matagalls,1
151122567,matagalls,3
151140997,matagalls,1
151155902,matagalls,1
151214388,matagalls,5
151215238,matagalls,5
151215300,matagalls,5
151230717,matagalls,5
151290369,matagalls,5
151300286,matagalls,5
151305589,matagalls,1
151312607,matagalls,1
151312787,matagalls,1
151313276,matagalls,5
151313277,matagalls,1
151313282,matagalls,5
151313335,matagalls,5
151313689,matagalls,1
151323246,matagalls,3
151323415,matagalls,5
151335585,matagalls,1
151356545,matagalls,1
151382115,matagalls,1
151384725,matagalls,1
151415783,matagalls,1
151441037,matagalls,1
151445971,matagalls,1
151446614,matagalls,1
151447084,matagalls,1
151447464,matagalls,1
151451725,matagalls,1
151456666,matagalls,5
151460498,matagalls,5
151473278,matagalls,1
151521534,matagalls,5
151533184,matagalls,2
151536284,matagalls,1
151541357,matagalls,5
151543262,matagalls,3
151550646,matagalls,3
151556228,matagalls,5
151557041,matagalls,5
151560179,matagalls,3
151561138,matagalls,5
151566712,matagalls,5
151576747,matagalls,5
151577514,matagalls,3
151580638,matagalls,3
151612269,matagalls,5
151627224,matagalls,1
151643368,matagalls,5
151643393,matagalls,1
151645997,matagalls,5
151649275,matagalls,5
151653024,matagalls,1
151655795,matagalls,5
151674652,matagalls,1
151686917,matagalls,1
151687580,matagalls,1
151693427,matagalls,1
151693768,matagalls,5
151708051,matagalls,5
151710371,matagalls,5
151711625,matagalls,1
151716863,matagalls,5
151718073,matagalls,1
151723401,matagalls,5
151724399,matagalls,3
151725417,matagalls,5
151726272,matagalls,5
151726725,matagalls,5
151726988,matagalls,1
151727654,matagalls,5
151730291,matagalls,5
151736632,matagalls,3
151740049,matagalls,5
151757181,matagalls,5
151777005,matagalls,3
151786710,matagalls,1
151799584,matagalls,1
151799777,matagalls,1
151799793,matagalls,1
151799801,matagalls,1
151799825,matagalls,1
151800272,matagalls,1
151800484,matagalls,1
151800632,matagalls,1
151801263,matagalls,1
151801394,matagalls,1
151802042,matagalls,1
151804363,matagalls,1
151822247,matagalls,5
151857663,matagalls,1
151860086,matagalls,1
151869309,matagalls,5
151883031,matagalls,1
151921744,matagalls,5
151924851,matagalls,5
151938724,matagalls,5
151939023,matagalls,5
151940917,matagalls,5
151949576,matagalls,5
151950763,matagalls,1
151951531,matagalls,1
151952686,matagalls,1
151955981,matagalls,1
151957933,matagalls,1
151959037,matagalls,5
151959284,matagalls,2
151961784,matagalls,3
151962146,matagalls,5
151971236,matagalls,3
151972452,matagalls,5
151975636,matagalls,5
151989591,matagalls,5
151991840,matagalls,1
151992832,matagalls,2
151995119,matagalls,1
151995460,matagalls,3
152006067,matagalls,5
152011114,matagalls,5
152025352,matagalls,1
152036761,matagalls,5
152096434,matagalls,1
152096438,matagalls,1
152096483,matagalls,1
152096536,matagalls,1
152097217,matagalls,1
152097678,matagalls,1
152098609,matagalls,1
152159549,matagalls,5
152188501,matagalls,5
152190679,matagalls,5
152198566,matagalls,3
152201402,matagalls,5
152212068,matagalls,5
152214802,matagalls,5
152215098,matagalls,5
152218950,matagalls,3
152223455,matagalls,1
152225158,matagalls,2
152233541,matagalls,5
152239804,matagalls,5
152280425,matagalls,1
152306755,matagalls,5
152310886,matagalls,3
152312180,matagalls,5
152324836,matagalls,5
152324958,matagalls,2
152327067,matagalls,1
152334918,matagalls,5
152337486,matagalls,5
152353633,matagalls,2
152360427,matagalls,3
152375926,matagalls,5
152422389,matagalls,5
152424050,matagalls,3
152432604,matagalls,1
152480224,matagalls,5
152514725,matagalls,5
152566769,matagalls,5
152572840,matagalls,3
152580802,matagalls,3
152584454,matagalls,1
152588615,matagalls,1
152652732,matagalls,1
152671851,matagalls,3
152671983,matagalls,1
152704481,matagalls,5
152712363,matagalls,5
152717088,matagalls,1
152719638,matagalls,3
152757148,matagalls,1
152774543,matagalls,1
152775455,matagalls,1
152775510,matagalls,3
152796448,matagalls,5
152801908,matagalls,3
152806985,matagalls,5
152808954,matagalls,5
152809684,matagalls,5
152812529,matagalls,3
152815583,matagalls,1
152817965,matagalls,1
152820111,matagalls,5
152820797,matagalls,1
152828098,matagalls,5
152833006,matagalls,5
152835618,matagalls,5
152836075,matagalls,5
152841539,matagalls,5
152849695,matagalls,1
152851781,matagalls,1
152864692,matagalls,5
152866463,matagalls,5
152877475,matagalls,5
152903239,matagalls,5
152911009,matagalls,1
152915133,matagalls,5
152919234,matagalls,1
152921542,matagalls,1
152931589,matagalls,1
152932213,matagalls,5
152932922,matagalls,1
152935198,matagalls,1
152935488,matagalls,1
152937335,matagalls,1
152947890,matagalls,1
152948454,matagalls,1
152950674,matagalls,1
152951312,matagalls,1
152951429,matagalls,1
152952202,matagalls,1
152953065,matagalls,1
152953193,matagalls,1
152954257,matagalls,1
152955032,matagalls,1
152955061,matagalls,1
152957353,matagalls,1
152957579,matagalls,1
152957959,matagalls,1
152958139,matagalls,1
152959684,matagalls,1
152960190,matagalls,1
152961003,matagalls,1
152961445,matagalls,1
152962670,matagalls,1
152963101,matagalls,1
152963457,matagalls,1
152964442,matagalls,1
152965340,matagalls,5
152967092,matagalls,1
152968286,matagalls,5
