id,u,v,geometry,total_tracks,list_tracks,weight
3,318177249,1537315980,"LINESTRING (2.3473921 41.801154, 2.3473243 41.8011587)",267,"['115396430', '115419589', '115560771', '115577815', '117062576', '117089779', '117122647', '117127241', '117265196', '117347487', '117562986', '117730234', '118088260', '118505400', '118764322', '118836087', '118988914', '119159735', '119970962', '120128733', '120541562', '120648000', '120732034', '121239887', '121367549', '121370310', '121734552', '121862156', '122012176', '122067148', '122075624', '122199156', '122531160', '122596290', '122609241', '122763627', '122814051', '123174751', '123175846', '123480264', '123507636', '123557832', '123914919', '124442081', '125451099', '125457825', '125625348', '125631719', '125710995', '126185088', '126291507', '126416710', '126424072', '126902847', '127126498', '127523932', '127961855', '128136612', '128402072', '129270689', '129307375', '130024115', '130163937', '130166866', '130173824', '130729840', '130736562', '131027542', '131319384', '132070493', '132135823', '132652470', '132726868', '133046307', '133391148', '133893805', '134041009', '134076448', '135144435', '135766173', '136130092', '136254866', '136324522', '136611862', '137275595', '137857822', '137938993', '137944738', '138534128', '138718441', '139370566', '139976910', '139994352', '140460903', '141035136', '142061148', '142502003', '143099307', '143410930', '143564283', '143872694', '144267022', '144289116', '144441448', '145152922', '145709326', '145907175', '146209337', '147255959', '147595931', '147858972', '147939624', '148979403', '149140257', '149576961', '149644773', '149793837', '149803236', '149803245', '149803329', '149803367', '149803710', '150866490', '150876948', '151107305', '151159457', '151210579', '151662940', '151667341', '151710129', '151729845', '151745713', '151787003', '151965460', '151983689', '152185793', '152261913', '152285314', '152480243', '152981241', '153187185', '153433019', '153478972', '153619341', '153966322', '154204488', '154403128', '154407440', '154665249', '155280184', '155502574', '155925266', '156377179', '156399667', '156453429', '156475239', '156492019', '156540513', '156820260', '156949454', '156985081', '157487273', '157498401', '157522228', '157613441', '157623267', '157691512', '157746863', '157904531', '157959832', '157996877', '158043314', '158082189', '158154309', '158269146', '158477987', '158611602', '158747845', '158767573', '159015278', '159039696', '159109015', '159116746', '159265139', '159303453', '159307512', '159454860', '159725084', '160032599', '160147717', '160678235', '161038037', '161418436', '161443791', '161741888', '162360252', '162687520', '162724341', '162814894', '162849160', '163015510', '163492392', '164856185', '164898054', '164942288', '165427759', '166481119', '166555381', '166938514', '167035916', '167296905', '167566457', '167916511', '168119351', '168472588', '170015089', '170015132', '170015700', '170016569', '170068001', '170071507', '170113913', '170286597', '170563586', '171041322', '171677650', '172045490', '173062339', '173357997', '174163933', '174336825', '175639171', '176664438', '177224071', '177338040', '177411829', '177660367', '178094328', '178094415', '178099832', '178104557', '178982055', '179554504', '179579533', '179606482', '180627804', '180750374', '180958551', '182287572', '182469986', '182861455', '182987502', '182999937', '183198286', '183308248', '183589202', '183784912', '184649536', '184811507', '184965328', '185111361', '185170970', '185612757', '185980470', '186648381', '186712917', '187435574']",2
4,318177249,2973507432,"LINESTRING (2.3473921 41.801154, 2.3474016 41.8011097)",225,"['115419589', '116466217', '117062576', '117096470', '117122647', '117127241', '117218490', '117294470', '117346312', '117727185', '117874258', '118696724', '118759176', '118764322', '119159735', '120128733', '120679621', '120730535', '120736932', '121357849', '121367549', '121370310', '121478501', '121862156', '121892770', '121948882', '122067148', '122075624', '122075973', '122199156', '122276134', '122448499', '122763627', '123046211', '123204966', '123480264', '123557832', '125451099', '125747888', '126136346', '126946043', '127527002', '127938768', '128136612', '128402072', '129026754', '129307375', '129355432', '129487604', '130016672', '130117470', '130132311', '130163937', '130561174', '130562430', '131025581', '131027542', '131049529', '131887969', '132015209', '132135823', '132382510', '132732450', '133046307', '133231311', '133648156', '134066203', '134194895', '134302964', '135144435', '135175275', '136130092', '136169219', '137257917', '137260996', '137857822', '137938993', '138718441', '139994352', '140733975', '142440582', '142502003', '143410930', '144268371', '145907175', '147255959', '147595931', '147935526', '148046117', '148218445', '149488990', '149614577', '149803236', '149803710', '149965045', '149973519', '150871818', '150876948', '151107305', '151159457', '151667341', '151710129', '151787003', '151803950', '152159347', '152261913', '152285314', '152480243', '152981241', '153187185', '153439498', '153456442', '153504544', '153594518', '153619341', '153933998', '153966322', '154279729', '154403128', '154665249', '154687442', '155310752', '156377179', '156453429', '156506961', '156915204', '156949454', '156991120', '157373162', '157373312', '157373801', '157394711', '157487273', '157498401', '157594982', '157613441', '157614686', '157623267', '157691512', '157696151', '157959832', '158036052', '158042221', '158082189', '158168635', '158767573', '158786987', '158792754', '159015278', '159039696', '159109015', '159725084', '160032599', '160132187', '160147717', '160162883', '160641487', '161001534', '161007992', '161054783', '161191299', '161368789', '161418436', '161443791', '162724341', '162814894', '162849160', '163015510', '163492392', '164942288', '165377329', '165427759', '165450793', '166520149', '167035916', '167285509', '167296992', '167298763', '167893226', '168085898', '168119351', '168472588', '169567338', '169741782', '170015089', '170015132', '170015700', '170068001', '170071507', '170113913', '170286597', '170412331', '170479201', '170822587', '171956315', '173952935', '174163933', '175521733', '176375613', '177979652', '178944374', '178982055', '179579533', '179657364', '180859332', '180905274', '180906925', '180958551', '181012442', '181067720', '181363974', '182987502', '183186788', '183198286', '183308248', '183589202', '183784912', '184483938', '184794045', '185111361', '185170970', '185826048', '185888501', '187015542', '187435574']",2
5,318177249,8261477987,"LINESTRING (2.3473921 41.801154, 2.3471243 41.8011241, 2.3468198 41.8011298, 2.3467184 41.8011347)",933,"['115396430', '115419462', '115419487', '115419539', '115419562', '115419589', '115419690', '115419738', '115420031', '115420037', '115420039', '115420137', '115420262', '115555882', '115560771', '115577815', '115634339', '115639784', '115786930', '115832063', '116164281', '116407371', '116469071', '116736799', '116778125', '116814894', '116880912', '116959448', '116960962', '116977428', '117062576', '117065414', '117077935', '117089779', '117122647', '117127241', '117218490', '117265196', '117267541', '117294470', '117346312', '117346355', '117347301', '117347487', '117348311', '117562986', '117619068', '117727185', '117730234', '117876691', '117883966', '118024464', '118088260', '118162262', '118310151', '118505400', '118696190', '118696724', '118696742', '118759176', '118761004', '118764322', '118799341', '118809161', '118836087', '118901940', '118929625', '118988914', '119013903', '119063958', '119064414', '119069107', '119089919', '119159735', '119233368', '119311174', '119355352', '119551473', '119734579', '119970962', '120052270', '120128733', '120292017', '120536043', '120541562', '120588822', '120648000', '120663237', '120679621', '120730535', '120732034', '120732036', '120799863', '120932707', '120978339', '120983782', '121084150', '121239887', '121367549', '121370310', '121381081', '121613026', '121689791', '121716107', '121734552', '121745390', '121862156', '121892770', '121897217', '121948882', '121998008', '122002680', '122012176', '122067148', '122074871', '122075624', '122145468', '122175973', '122199156', '122199486', '122278598', '122448499', '122523203', '122531160', '122596290', '122608443', '122609241', '122763627', '122775465', '122814051', '122847132', '122924750', '123046211', '123172222', '123174751', '123175846', '123204966', '123446950', '123480264', '123557832', '123648719', '123914919', '124109857', '124418570', '124418902', '124442081', '124445252', '124476416', '124529195', '124563631', '124712480', '124832007', '124906841', '124910060', '125044975', '125127249', '125451099', '125625348', '125710995', '125797504', '125906926', '125927705', '125930281', '125991884', '125994422', '126076059', '126110043', '126151738', '126185088', '126291507', '126399712', '126416710', '126641184', '126701034', '126741542', '126902847', '127126498', '127126652', '127134528', '127197937', '127303835', '127355355', '127422618', '127488427', '127520027', '127610285', '127907361', '127938768', '127961855', '127987042', '127998823', '128014016', '128120819', '128136612', '128160498', '128250819', '128325549', '128402072', '128554278', '128824506', '129026754', '129074811', '129174042', '129244032', '129270689', '129307375', '129563155', '129795726', '129823704', '130016672', '130024115', '130024733', '130132318', '130140964', '130163937', '130166866', '130173824', '130561174', '130562430', '130694877', '130703513', '130729840', '130806311', '130992143', '131027542', '131319384', '131617552', '131755026', '131756515', '131813614', '131887969', '131888138', '131917934', '132002723', '132015209', '132070493', '132135823', '132380433', '132652470', '132726868', '132726979', '132732450', '132844943', '132878745', '133027214', '133046307', '133105613', '133221453', '133231311', '133391148', '133577193', '133648156', '133695660', '133893805', '133945761', '133988773', '134038734', '134041009', '134194895', '134302964', '135144435', '135392928', '135588928', '135766173', '135940568', '136130092', '136136966', '136169219', '136254866', '136324522', '136544716', '136581887', '136587316', '136737297', '136737766', '136839358', '136915635', '137014088', '137047959', '137178062', '137183202', '137183873', '137259737', '137260996', '137418214', '137440516', '137857822', '137923931', '137938993', '137944738', '138025506', '138195606', '138351207', '138354727', '138534128', '138704436', '139012045', '139250405', '139370566', '139370855', '139375661', '139874731', '139926079', '139976910', '139985163', '139994352', '140048088', '140143865', '140348324', '140460903', '140593594', '140720317', '140733975', '140734858', '140800279', '140808992', '140991400', '141035136', '141092472', '141318450', '141321434', '141351610', '141352135', '141440701', '141818249', '141980700', '142055383', '142061148', '142113625', '142190830', '142194750', '142249416', '142278762', '142369364', '142440582', '142502003', '142534189', '142652906', '142739503', '142753989', '142764742', '142859745', '142921321', '143030768', '143099307', '143410930', '143459203', '143564283', '143606564', '143701603', '143817956', '143872694', '144094583', '144119646', '144182365', '144182370', '144206421', '144267022', '144268371', '144289116', '144441448', '145047910', '145065162', '145125166', '145152922', '145158136', '145373160', '145464187', '145615750', '145620896', '145626435', '145709326', '145710323', '145724275', '145797262', '145835798', '145876010', '145907175', '145948074', '145970939', '145997480', '146209337', '146238597', '146302440', '146405637', '146528793', '147041535', '147051541', '147243406', '147255959', '147257524', '147393194', '147475374', '147579923', '147595931', '147842105', '147842107', '147858972', '147919226', '148016834', '148046117', '148216203', '148218445', '148230099', '148238691', '148302881', '148313211', '148313724', '148482395', '148584835', '148642253', '148668809', '148979403', '149140257', '149210154', '149395249', '149494162', '149658963', '149793837', '149803236', '149803245', '149803329', '149803367', '149803710', '149811917', '149881247', '150057743', '150080310', '150404032', '150430653', '150580518', '150580885', '150588873', '150659411', '150737248', '150754569', '150866490', '150927762', '150990021', '151107305', '151159457', '151210579', '151221741', '151230530', '151374037', '151384347', '151495153', '151497927', '151502106', '151505433', '151662940', '151710129', '151729845', '151730594', '151745713', '151787003', '151866865', '151871190', '151941536', '151959034', '151965460', '151972317', '151983689', '152120329', '152136523', '152185793', '152235173', '152261913', '152285314', '152476632', '152480177', '152480243', '152495233', '152720619', '152933845', '152981241', '153054498', '153129018', '153203858', '153295836', '153433019', '153447004', '153456442', '153478972', '153542028', '153619341', '153878150', '153885748', '153933998', '153950889', '153966322', '154019109', '154019110', '154020216', '154020546', '154020727', '154083815', '154204488', '154277225', '154364201', '154403128', '154407440', '154460954', '154465699', '154537342', '154537387', '154537470', '154661179', '154665249', '155099410', '155105928', '155188190', '155194674', '155280184', '155300362', '155445308', '155502574', '155588131', '155777641', '155805410', '155925266', '155979915', '155981897', '155998431', '156017943', '156047565', '156071003', '156163876', '156377179', '156399667', '156415321', '156447904', '156453429', '156475239', '156493103', '156514713', '156540513', '156545117', '156548882', '156580850', '156731481', '156732286', '156745107', '156809223', '156907941', '156949454', '156955187', '156960079', '156985081', '156991120', '157085924', '157158885', '157195759', '157204288', '157272075', '157346703', '157373162', '157373312', '157373801', '157394711', '157487273', '157498401', '157512766', '157514295', '157522228', '157613441', '157691512', '157696151', '157746863', '157752048', '157774364', '157904531', '157945350', '157959832', '157996699', '157996877', '158008078', '158010559', '158043314', '158082189', '158134227', '158154309', '158159037', '158183701', '158351965', '158388280', '158477987', '158611602', '158628693', '158665793', '158739564', '158746862', '158747845', '158767573', '158829864', '158908867', '158940246', '159015028', '159015278', '159039529', '159039696', '159109015', '159116746', '159125137', '159193562', '159246323', '159252660', '159262729', '159265139', '159303453', '159307512', '159454860', '159460054', '159482254', '159725084', '159911772', '160147717', '160194010', '160220384', '160393688', '160405049', '160629016', '160641487', '160787783', '160833026', '160913400', '160913886', '160935167', '160937000', '161001534', '161007992', '161035571', '161038037', '161054783', '161091886', '161106266', '161114294', '161189785', '161336780', '161368789', '161443791', '161447336', '161454487', '161508242', '161546632', '161672516', '161741888', '161763895', '161854747', '161870966', '161888620', '161947960', '162360252', '162631650', '162687520', '162699907', '162724341', '162814894', '162849160', '162948676', '162953601', '163008818', '163015510', '163102939', '163109899', '163114943', '163115140', '163267921', '163492392', '163559323', '163560013', '163623521', '163625868', '163822970', '163920711', '163969644', '163978936', '164192071', '164305563', '164498093', '164540946', '164600652', '164753687', '164797687', '164806145', '164856185', '164868143', '164898054', '164942288', '165377329', '165384029', '165435219', '165557201', '165580592', '165681146', '165767482', '165800785', '165843932', '165881127', '166147621', '166184926', '166365551', '166409322', '166416498', '166450042', '166481119', '166520149', '166549723', '166555381', '166813969', '166819754', '166938514', '167035916', '167041402', '167096046', '167285840', '167466537', '167473949', '167542963', '167543057', '167566457', '167732228', '167735805', '167748331', '167816841', '167817211', '167887460', '168061537', '168109452', '168119351', '168313855', '168472588', '168614495', '168745253', '168907947', '169176893', '169331983', '169356571', '169417477', '169551497', '169551611', '169567338', '169686250', '169706260', '169828303', '170015089', '170015132', '170015700', '170016569', '170068001', '170071507', '170112609', '170112621', '170113913', '170223989', '170286597', '170338872', '170435903', '170563096', '170563586', '170690170', '170708997', '171012981', '171041322', '171235744', '171238680', '171493445', '171505383', '171517938', '171677650', '171696974', '171723158', '171870799', '172045490', '172235047', '172486981', '172583893', '172584294', '172789962', '172791019', '172888966', '172902139', '173062339', '173339672', '173357997', '173463274', '173484237', '174088849', '174147725', '174163933', '174170765', '174336825', '174369362', '174370697', '174559819', '174586826', '174646260', '174882743', '174911138', '174941127', '175235628', '175347319', '175379331', '175382967', '175521733', '175559818', '175570550', '175615546', '175639171', '175682057', '175735062', '175794081', '175980657', '175986572', '176016147', '176081820', '176341567', '176375613', '176664438', '177224071', '177244876', '177345506', '177828903', '178094328', '178094415', '178099832', '178104557', '178120845', '178731135', '178821910', '178824415', '178982055', '179133330', '179444389', '179554504', '179579533', '179586963', '179600157', '179606482', '179657364', '179714756', '179738655', '179892920', '180192936', '180283007', '180283816', '180435495', '180470611', '180482129', '180607445', '180627804', '180729018', '180746714', '180750374', '180825491', '180859332', '180905274', '180906925', '180958551', '181012442', '181067720', '181224056', '181363974', '181520735', '181666780', '181667836', '181676157', '181785603', '181903747', '181903748', '182044386', '182228759', '182287572', '182389261', '182447192', '182747301', '182851112', '182861455', '182863560', '182877797', '182987502', '182999937', '183186921', '183198286', '183243298', '183308248', '183488592', '183497695', '183589202', '183604615', '183825608', '183870345', '184005669', '184021885', '184105960', '184187712', '184190958', '184250753', '184411315', '184432311', '184649536', '184650203', '184668889', '184794045', '184811507', '184880246', '184931357', '184944805', '184965328', '185089940', '185101907', '185111361', '185166925', '185170970', '185190457', '185612757', '185613467', '185826842', '185888501', '185980470', '186376656', '186399321', '186420345', '186712917', '186718331', '186733320', '186921708', '187015542', '187030604', '187032022', '187265921', '187281775', '187435574']",4
6,318177249,842026008,"LINESTRING (2.3473921 41.801154, 2.3473835 41.8014085, 2.3473824 41.8015304, 2.3473757 41.8016066, 2.347368 41.8016522, 2.3473542 41.801686, 2.3473302 41.8017334, 2.3472679 41.8018154, 2.3471785 41.8019146)",317,"['115419589', '115577815', '115820561', '116814894', '116959448', '117062576', '117089779', '117096470', '117122647', '117127241', '117218490', '117294470', '117347487', '117562986', '117730234', '117764548', '117872895', '117874258', '118088260', '118696190', '118764322', '118836087', '119013903', '119159735', '119624812', '119970962', '120128733', '120679621', '120730535', '120732034', '120736932', '120781340', '121370310', '121478501', '121734552', '122012176', '122075973', '122276134', '122596290', '122710746', '122763627', '122847132', '123046211', '123174751', '123175846', '123204966', '123318185', '123480264', '123507636', '123914919', '124435996', '124442081', '125464335', '125625348', '125631719', '125710995', '125747888', '126059884', '126136346', '126185088', '126291507', '126416710', '126424072', '126946043', '127337925', '127523932', '127527002', '127961855', '128402072', '128554278', '129074811', '129270689', '129307375', '129355432', '129487604', '130024115', '130024733', '130117470', '130132311', '130163937', '130166866', '130173824', '130562430', '130703513', '130992143', '131025581', '131027542', '131049529', '131756515', '132382510', '132732450', '133391148', '133648156', '133893805', '134038734', '134041009', '134066203', '134076448', '134302964', '135144435', '135175275', '135588928', '135766173', '136130092', '136169219', '136254866', '136611862', '136839358', '137257917', '137260996', '137275595', '137857822', '137923931', '137938993', '137944738', '138354727', '138534128', '138718441', '140460903', '141035136', '141818249', '142249416', '142502003', '143099307', '143410930', '143564283', '144267022', '144268371', '144289116', '144962280', '145152922', '145907175', '145948074', '146209337', '147255959', '147257524', '147858972', '147935526', '147939624', '148046117', '149140257', '149488990', '149576961', '149614577', '149644773', '149793837', '149803245', '149803367', '149965045', '149973519', '150580518', '150866490', '150871818', '150876948', '151107305', '151159457', '151667341', '151729845', '151745713', '151787003', '151803950', '151871190', '152159347', '152185793', '152933845', '152981241', '153129018', '153187185', '153439498', '153456442', '153478972', '153504544', '153594518', '153639066', '153951792', '154279729', '154403128', '154665249', '154666390', '154687442', '155192125', '155280184', '155310752', '156399667', '156453429', '156475239', '156492019', '156506961', '156540513', '156915204', '156949454', '157398302', '157487273', '157514295', '157522228', '157594982', '157613441', '157614686', '157623267', '157691512', '157904531', '157959832', '157996877', '158036052', '158042221', '158043314', '158082189', '158159037', '158168635', '158269146', '158388280', '158477987', '158611602', '158747845', '158767573', '158786987', '158792754', '158908867', '158912876', '159116746', '159265139', '159303453', '159307512', '159454860', '160032599', '160132187', '160162883', '160678235', '161038037', '161191299', '161336780', '161368789', '161418436', '161672516', '162360252', '162631650', '162814894', '162849160', '163267921', '163560013', '164056201', '164498093', '164856185', '165377329', '165450793', '166450042', '167035916', '167285509', '167296905', '167296992', '167298763', '167817927', '167893226', '167916511', '168085898', '168472588', '169567338', '169741782', '170015089', '170015132', '170015700', '170016569', '170068001', '170071507', '170113913', '170412331', '170563096', '170563586', '170822587', '171677650', '171956315', '172045490', '172792365', '173062339', '173357997', '173433242', '173952935', '174163933', '174336825', '175639171', '175799597', '176375613', '177244876', '177338040', '177411829', '177660367', '177979652', '178094328', '178094415', '178099832', '178944374', '178982055', '179554504', '179606482', '179892920', '180627804', '180750374', '180906925', '182287572', '182469986', '182861455', '182999937', '183186788', '183243298', '183308248', '183488592', '183589202', '183784912', '184463262', '184483938', '184811507', '184965328', '185111361', '185826048', '186648381', '187015542', '187435574']",2
7,318177516,2794169107,"LINESTRING (2.3215795 41.8165549, 2.3215785 41.8165076, 2.3219828 41.8163097, 2.3223861 41.8161968, 2.3224727 41.816229, 2.3225295 41.8163027, 2.3226703 41.816695, 2.3227298 41.8168201, 2.3228002 41.8168463, 2.3230357 41.8168382, 2.3231967 41.8168423, 2.3233429 41.8169018, 2.3234619 41.8169139, 2.3235012 41.8169179, 2.3237637 41.8169008, 2.3238544 41.8168594, 2.3238734 41.8168201, 2.3239126 41.8167404, 2.3240182 41.8166638, 2.3241346 41.8165921, 2.3243078 41.8165135, 2.3244228 41.8164792, 2.3245148 41.8164822, 2.3246285 41.8165094, 2.3247341 41.8165851, 2.3247948 41.8166299, 2.3249073 41.8167162, 2.3249959 41.816752, 2.325739 41.8166219, 2.3258736 41.8166214, 2.3266355 41.8167626, 2.3267844 41.8167777, 2.3269765 41.8167061, 2.3272364 41.8165256, 2.3273555 41.8164832, 2.3274583 41.8164661, 2.3276018 41.8164872, 2.3279266 41.8166476, 2.3280809 41.8166829, 2.3281797 41.8166658, 2.3282125 41.816651, 2.3283204 41.8165932, 2.3284178 41.8165024, 2.3284706 41.8164701, 2.3285392 41.816462, 2.3287047 41.8164661, 2.3288766 41.8164832, 2.3290336 41.8165115, 2.3291283 41.8165104, 2.3292258 41.8164842, 2.3293117 41.816446, 2.3293625 41.8164025, 2.3293476 41.816338, 2.3292731 41.8162805, 2.3291568 41.816229, 2.3290327 41.8160942, 2.3288739 41.8158982, 2.3287362 41.8157023, 2.3285965 41.8155089, 2.328606 41.8152426, 2.3285978 41.8151397, 2.328541 41.8150822, 2.3283258 41.8149743, 2.3282081 41.8149108, 2.3281422 41.8148548, 2.3280673 41.8146526, 2.3280389 41.8144871, 2.3280048 41.8143892, 2.327913 41.8142502)",12,"['117883966', '123648719', '126424072', '131002477', '135940568', '145047910', '151965460', '151972317', '155445308', '166549723', '170435903', '178821910']",1
8,318177516,4286184088,"LINESTRING (2.3215795 41.8165549, 2.321567 41.8165833, 2.3215268 41.8166753, 2.3215214 41.8167772, 2.3214785 41.8168292, 2.3214275 41.8169351, 2.321398 41.8170171, 2.321331 41.817101, 2.3212612 41.817165, 2.3212693 41.817189, 2.3211701 41.817243, 2.3210923 41.817255, 2.3209152 41.8172769, 2.3207516 41.8173249, 2.3205934 41.8173469, 2.3204351 41.8173549, 2.3203278 41.8173229, 2.3201803 41.8172969, 2.3200596 41.8172809, 2.3200044 41.8172733, 2.319943 41.817271, 2.3198738 41.8172501, 2.3198209 41.817211, 2.3197351 41.817111, 2.3196358 41.8169911, 2.3195929 41.8169131, 2.3195312 41.8168592, 2.3194642 41.8168092, 2.31944 41.8167452, 2.3193435 41.8166912, 2.3192281 41.8166673, 2.3190887 41.8166593, 2.3189036 41.8166952, 2.3187963 41.8167312, 2.318689 41.8167792, 2.3186139 41.8167852, 2.3183993 41.8167752, 2.3182491 41.8167172, 2.318107 41.8166892, 2.3180399 41.8166133, 2.317859 41.8164918, 2.3176601 41.8164038, 2.3174981 41.8163514, 2.3172916 41.8163094, 2.3170931 41.8162595, 2.3168785 41.8162255, 2.3166761 41.8161935, 2.3163823 41.8161655, 2.3162214 41.8161815, 2.31598 41.8162675, 2.31587 41.8163174, 2.3157547 41.8163614, 2.3156527 41.8164154, 2.315406 41.8164594, 2.3152772 41.8165633, 2.3151485 41.8166633, 2.3150653 41.8167612, 2.3150142 41.8168191, 2.3149731 41.8169246, 2.3148856 41.8169911, 2.3147515 41.8170171, 2.3146442 41.8170191, 2.3145101 41.8170051, 2.3143948 41.8169831, 2.3142741 41.8170111, 2.3142044 41.8170671, 2.3140837 41.817193, 2.3140461 41.817237, 2.3139013 41.8173069, 2.3138262 41.8173789, 2.3137242 41.8174249, 2.3136733 41.8174728, 2.3136009 41.8175028, 2.3133729 41.8176388, 2.3131985 41.8177327, 2.3129303 41.8177607, 2.3127184 41.8178087, 2.3126728 41.8178307, 2.3125628 41.8178906, 2.312418 41.8179526, 2.3123188 41.8179906, 2.3122201 41.8180265, 2.3121408 41.8180902, 2.3121209 41.818202, 2.3120961 41.8183384, 2.3121428 41.8183748, 2.3122895 41.818452, 2.3124609 41.8185203, 2.3126239 41.818627, 2.3126017 41.8186715)",16,"['117883966', '123648719', '126424072', '131002477', '135940568', '141818249', '151745713', '151965460', '151972317', '155445308', '158043314', '166549723', '170435903', '175639171', '178099832', '178821910']",1
9,318177516,1932524318,"LINESTRING (2.3215795 41.8165549, 2.3215124 41.8165917, 2.3214654 41.8166426, 2.3213361 41.8168452, 2.3213126 41.8168862, 2.3212822 41.8169253, 2.3212126 41.8169737, 2.3211549 41.8169967, 2.3210706 41.8170168, 2.3207913 41.8170439, 2.320537 41.8170653, 2.3204079 41.8170833, 2.3202955 41.8171099, 2.3201327 41.8171701, 2.3200854 41.8171793, 2.3200436 41.8171821, 2.320012 41.8171813, 2.3199843 41.8171765, 2.3199478 41.8171637, 2.3199152 41.8171487, 2.3198413 41.8170805, 2.3196484 41.816799, 2.3195766 41.8166982, 2.3195189 41.816645, 2.3194497 41.8166016, 2.3193532 41.816561, 2.319248 41.816534, 2.3191367 41.8165303, 2.3190669 41.8165425, 2.318675 41.8166538, 2.3185721 41.8166792, 2.3184733 41.8166849, 2.3183948 41.8166696, 2.3182628 41.8166271, 2.3182051 41.816605, 2.3181617 41.8165813, 2.3181264 41.8165637, 2.3181018 41.8165394, 2.318066 41.8165042, 2.3180326 41.8164626, 2.3179741 41.8163813, 2.3178637 41.8162522, 2.3178004 41.8162086, 2.3177229 41.8161724, 2.3176082 41.8161562, 2.3174216 41.8161517, 2.3169862 41.8161475, 2.3168183 41.8161296, 2.3166496 41.8161022, 2.3164855 41.8160738, 2.3163265 41.8160639, 2.3162267 41.816071, 2.316126 41.8160951, 2.3160388 41.8161272, 2.3158905 41.8161962, 2.3157301 41.8162582, 2.3153774 41.8163487, 2.3152522 41.8164071, 2.315169 41.8164703, 2.3150159 41.8166073, 2.3148403 41.8167616, 2.3147434 41.8168208, 2.3146941 41.8168432, 2.3146413 41.816859, 2.3145801 41.8168684, 2.3144931 41.8168766, 2.3142461 41.8168763, 2.3141393 41.8168876, 2.3140504 41.8169081, 2.3139634 41.8169463, 2.3138677 41.8170057, 2.3137929 41.8170859, 2.3136637 41.8172708, 2.3135808 41.817339, 2.3134786 41.8173994, 2.313359 41.817454, 2.3132264 41.8175044, 2.3130432 41.8175539, 2.3128552 41.8175975, 2.3124831 41.8176826, 2.3123331 41.8177082, 2.3122302 41.8177068, 2.3121278 41.8176839, 2.3120596 41.8176561, 2.3119988 41.8176193, 2.3118661 41.8175166, 2.3117351 41.8173945, 2.3116432 41.8172773, 2.3115508 41.8171498, 2.3114458 41.8170338, 2.3104996 41.8162134)",12,"['117883966', '126424072', '141818249', '151745713', '151965460', '151972317', '158043314', '166549723', '175639171', '178099832', '178821910', '182287572']",1
